=== GLOBAL RESULTS ===
 DOF     Type   Status    Disp (mm / rad)   Load (kN / kN·m)
u_global [mm,rad]: [6.373, -28.413, 46.666, -0.000000, 0.000002, -0.000390, 6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.373, -28.413, 46.666, -0.000000, 0.000002, -0.000390, 6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.032, 0.000, 0.000, 0.000, 0.000, 0.000, 14.032, 0.000, 0.000, 0.000, 0.000, 0.000]

E21 (Truss 3D)
u_global [mm,rad]: [0.147, -31.338, 0.062, -0.000000, 0.000002, -0.000389, 0.163, -34.452, 0.070, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.147, -31.338, 0.062, -0.000000, 0.000002, -0.000389, 0.163, -34.452, 0.070, -0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [-24.519, 0.000, 0.000, 0.000, 0.000, 0.000, 24.519, 0.000, 0.000, 0.000, 0.000, 0.000]

E22 (Truss 3D)
u_global [mm,rad]: [6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 6.391, -34.661, 46.659, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 6.391, -34.661, 46.659, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.382, 0.000, 0.000, 0.000, 0.000, 0.000, 14.382, 0.000, 0.000, 0.000, 0.000, 0.000]

E23 (Truss 3D)
u_global [mm,rad]: [0.163, -34.452, 0.070, -0.000000, 0.000002, -0.000389, 0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.163, -34.452, 0.070, -0.000000, 0.000002, -0.000389, 0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [-24.503, 0.000, 0.000, 0.000, 0.000, 0.000, 24.503, 0.000, 0.000, 0.000, 0.000, 0.000]

E24 (Truss 3D)
u_global [mm,rad]: [6.391, -34.661, 46.659, -0.000000, 0.000002, -0.000390, 6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.391, -34.661, 46.659, -0.000000, 0.000002, -0.000390, 6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.382, 0.000, 0.000, 0.000, 0.000, 0.000, 14.382, 0.000, 0.000, 0.000, 0.000, 0.000]

E25 (Truss 3D)
u_global [mm,rad]: [0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.055, 0.000, 0.000, 0.000, 0.000, 0.000, -0.055, 0.000, 0.000, 0.000, 0.000, 0.000]

E26 (Truss 3D)
u_global [mm,rad]: [6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 6.412, -40.908, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 6.412, -40.908, 46.657, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-17.789, 0.000, 0.000, 0.000, 0.000, 0.000, 17.789, 0.000, 0.000, 0.000, 0.000, 0.000]

E27 (Truss 3D)
u_global [mm,rad]: [0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.059, 0.000, 0.000, 0.000, 0.000, 0.000, -0.059, 0.000, 0.000, 0.000, 0.000, 0.000]

E28 (Truss 3D)
u_global [mm,rad]: [6.412, -40.908, 46.657, -0.000000, 0.000002, -0.000390, 6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.412, -40.908, 46.657, -0.000000, 0.000002, -0.000390, 6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-17.789, 0.000, 0.000, 0.000, 0.000, 0.000, 17.789, 0.000, 0.000, 0.000, 0.000, 0.000]

E29 (Truss 3D)
u_global [mm,rad]: [0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.093, 0.000, 0.000, 0.000, 0.000, 0.000, -0.093, 0.000, 0.000, 0.000, 0.000, 0.000]

E30 (Truss 3D)
u_global [mm,rad]: [6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 6.438, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 6.438, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-23.198, 0.000, 0.000, 0.000, 0.000, 0.000, 23.198, 0.000, 0.000, 0.000, 0.000, 0.000]

E31 (Truss 3D)
u_global [mm,rad]: [0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 0.178, -50.000, 0.000, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 0.178, -50.000, 0.000, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.167, 0.000, 0.000, 0.000, 0.000, 0.000, -0.167, 0.000, 0.000, 0.000, 0.000, 0.000]

E32 (Truss 3D)
u_global [mm,rad]: [6.438, -47.154, 46.664, -0.000000, 0.000002, -0.000390, 6.453, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.438, -47.154, 46.664, -0.000000, 0.000002, -0.000390, 6.453, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-23.198, 0.000, 0.000, 0.000, 0.000, 0.000, 23.198, 0.000, 0.000, 0.000, 0.000, 0.000]

E33 (Truss 3D)
u_global [mm,rad]: [0.000, 0.000, 0.000, -0.000000, 0.000002, -0.000393, 6.265, -0.290, 46.654, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.000, 0.000, 0.000, 0.000002, -0.000393, -0.000000, -0.290, 46.654, 6.265, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [111.823, 0.000, 0.000, 0.000, 0.000, 0.000, -111.823, 0.000, 0.000, 0.000, 0.000, 0.000]

E34 (Truss 3D)
u_global [mm,rad]: [0.016, -3.145, 0.009, -0.000000, 0.000002, -0.000393, 6.281, -3.415, 46.662, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-3.145, 0.009, 0.016, 0.000002, -0.000393, -0.000000, -3.415, 46.662, 6.281, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [104.283, 0.000, 0.000, 0.000, 0.000, 0.000, -104.283, 0.000, 0.000, 0.000, 0.000, 0.000]

E35 (Truss 3D)
u_global [mm,rad]: [0.048, -9.432, 0.025, -0.000000, 0.000002, -0.000393, 6.310, -9.666, 46.674, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-9.432, 0.025, 0.048, 0.000002, -0.000393, -0.000000, -9.666, 46.674, 6.310, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [90.175, 0.000, 0.000, 0.000, 0.000, 0.000, -90.175, 0.000, 0.000, 0.000, 0.000, 0.000]

E36 (Truss 3D)
u_global [mm,rad]: [0.077, -15.710, 0.037, -0.000000, 0.000002, -0.000392, 6.334, -15.916, 46.676, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-15.710, 0.037, 0.077, 0.000002, -0.000392, -0.000000, -15.916, 46.676, 6.334, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [79.490, 0.000, 0.000, 0.000, 0.000, 0.000, -79.490, 0.000, 0.000, 0.000, 0.000, 0.000]

E37 (Truss 3D)
u_global [mm,rad]: [0.105, -21.974, 0.047, -0.000000, 0.000002, -0.000391, 6.354, -22.165, 46.673, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-21.974, 0.047, 0.105, 0.000002, -0.000391, -0.000000, -22.165, 46.673, 6.354, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [73.958, 0.000, 0.000, 0.000, 0.000, 0.000, -73.958, 0.000, 0.000, 0.000, 0.000, 0.000]

E38 (Truss 3D)
u_global [mm,rad]: [0.133, -28.221, 0.056, -0.000000, 0.000002, -0.000390, 6.373, -28.413, 46.666, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-28.221, 0.056, 0.133, 0.000002, -0.000390, -0.000000, -28.413, 46.666, 6.373, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [74.414, 0.000, 0.000, 0.000, 0.000, 0.000, -74.414, 0.000, 0.000, 0.000, 0.000, 0.000]

E39 (Truss 3D)
u_global [mm,rad]: [0.163, -34.452, 0.070, -0.000000, 0.000002, -0.000389, 6.391, -34.661, 46.659, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-34.452, 0.070, 0.163, 0.000002, -0.000389, -0.000000, -34.661, 46.659, 6.391, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [80.825, 0.000, 0.000, 0.000, 0.000, 0.000, -80.825, 0.000, 0.000, 0.000, 0.000, 0.000]

E40 (Truss 3D)
u_global [mm,rad]: [0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 6.412, -40.908, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-40.671, 0.059, 0.178, 0.000002, -0.000389, 0.000000, -40.908, 46.657, 6.412, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [91.358, 0.000, 0.000, 0.000, 0.000, 0.000, -91.358, 0.000, 0.000, 0.000, 0.000, 0.000]

E41 (Truss 3D)
u_global [mm,rad]: [0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 6.438, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-46.891, 0.020, 0.178, 0.000002, -0.000389, 0.000000, -47.154, 46.664, 6.438, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [101.866, 0.000, 0.000, 0.000, 0.000, 0.000, -101.866, 0.000, 0.000, 0.000, 0.000, 0.000]

E42 (Truss 3D)
u_global [mm,rad]: [0.178, -50.000, 0.000, 0.000000, 0.000002, -0.000389, 6.453, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-50.000, 0.000, 0.178, 0.000002, -0.000389, 0.000000, -50.277, 46.671, 6.453, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [107.098, 0.000, 0.000, 0.000, 0.000, 0.000, -107.098, 0.000, 0.000, 0.000, 0.000, 0.000]

E43 (Truss 3D)
u_global [mm,rad]: [0.000, 0.000, 0.000, -0.000000, 0.000002, -0.000393, 6.297, -6.540, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.000, 0.000, 0.000, 0.000002, 0.000002, -0.000393, -0.172, -9.077, 46.670, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [47.023, 0.000, 0.000, 0.000, 0.000, 0.000, -47.023, 0.000, 0.000, 0.000, 0.000, 0.000]

E44 (Truss 3D)
u_global [mm,rad]: [6.265, -0.290, 46.654, -0.000000, 0.000002, -0.000391, 0.033, -6.289, 0.019, -0.000000, 0.000002, -0.000393]
v_local  [mm,rad]: [4.635, 4.225, 46.654, -0.000002, 0.000002, -0.000391, 4.470, -4.424, 0.019, -0.000002, 0.000002, -0.000393]
q_local  [kN,kN·m]: [44.895, 0.000, 0.000, 0.000, 0.000, 0.000, -44.895, 0.000, 0.000, 0.000, 0.000, 0.000]

E45 (Truss 3D)
u_global [mm,rad]: [0.033, -6.289, 0.019, -0.000000, 0.000002, -0.000393, 6.323, -12.791, 46.677, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-4.424, -4.470, 0.019, 0.000002, 0.000002, -0.000393, -4.573, -13.515, 46.677, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [40.841, 0.000, 0.000, 0.000, 0.000, 0.000, -40.841, 0.000, 0.000, 0.000, 0.000, 0.000]

E46 (Truss 3D)
u_global [mm,rad]: [6.297, -6.540, 46.670, -0.000000, 0.000002, -0.000391, 0.063, -12.572, 0.032, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [9.077, -0.172, 46.670, -0.000002, 0.000002, -0.000391, 8.935, -8.846, 0.032, -0.000002, 0.000002, -0.000392]
q_local  [kN,kN·m]: [38.916, 0.000, 0.000, 0.000, 0.000, 0.000, -38.916, 0.000, 0.000, 0.000, 0.000, 0.000]

E47 (Truss 3D)
u_global [mm,rad]: [0.063, -12.572, 0.032, -0.000000, 0.000002, -0.000392, 6.345, -19.040, 46.676, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-8.846, -8.935, 0.032, 0.000002, 0.000002, -0.000392, -8.977, -17.950, 46.676, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [36.005, 0.000, 0.000, 0.000, 0.000, 0.000, -36.005, 0.000, 0.000, 0.000, 0.000, 0.000]

E48 (Truss 3D)
u_global [mm,rad]: [6.323, -12.791, 46.677, -0.000000, 0.000002, -0.000391, 0.091, -18.844, 0.042, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [13.515, -4.573, 46.677, -0.000002, 0.000002, -0.000391, 13.389, -13.260, 0.042, -0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [34.528, 0.000, 0.000, 0.000, 0.000, 0.000, -34.528, 0.000, 0.000, 0.000, 0.000, 0.000]

E49 (Truss 3D)
u_global [mm,rad]: [0.091, -18.844, 0.042, -0.000000, 0.000002, -0.000391, 6.364, -25.289, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-13.260, -13.389, 0.042, 0.000002, 0.000002, -0.000391, -13.383, -22.382, 46.670, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [33.455, 0.000, 0.000, 0.000, 0.000, 0.000, -33.455, 0.000, 0.000, 0.000, 0.000, 0.000]

E50 (Truss 3D)
u_global [mm,rad]: [6.345, -19.040, 46.676, -0.000000, 0.000002, -0.000391, 0.118, -25.099, 0.051, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [17.950, -8.977, 46.676, -0.000002, 0.000002, -0.000391, 17.832, -17.664, 0.051, -0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [32.311, 0.000, 0.000, 0.000, 0.000, 0.000, -32.311, 0.000, 0.000, 0.000, 0.000, 0.000]

E51 (Truss 3D)
u_global [mm,rad]: [0.118, -25.099, 0.051, -0.000000, 0.000002, -0.000390, 6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-17.664, -17.832, 0.051, 0.000002, 0.000002, -0.000390, -17.788, -26.813, 46.663, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [33.753, 0.000, 0.000, 0.000, 0.000, 0.000, -33.753, 0.000, 0.000, 0.000, 0.000, 0.000]

E52 (Truss 3D)
u_global [mm,rad]: [6.364, -25.289, 46.670, -0.000000, 0.000002, -0.000391, 0.147, -31.338, 0.062, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [22.382, -13.383, 46.670, -0.000002, 0.000002, -0.000391, 22.263, -22.056, 0.062, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [32.428, 0.000, 0.000, 0.000, 0.000, 0.000, -32.428, 0.000, 0.000, 0.000, 0.000, 0.000]

E53 (Truss 3D)
u_global [mm,rad]: [0.147, -31.338, 0.062, -0.000000, 0.000002, -0.000389, 6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-22.056, -22.263, 0.062, 0.000002, 0.000002, -0.000389, -22.192, -31.243, 46.656, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [37.224, 0.000, 0.000, 0.000, 0.000, 0.000, -37.224, 0.000, 0.000, 0.000, 0.000, 0.000]

E54 (Truss 3D)
u_global [mm,rad]: [6.382, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [26.813, -17.788, 46.663, -0.000002, 0.000002, -0.000390, 26.686, -26.434, 0.078, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [34.536, 0.000, 0.000, 0.000, 0.000, 0.000, -34.536, 0.000, 0.000, 0.000, 0.000, 0.000]

E55 (Truss 3D)
u_global [mm,rad]: [0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-26.434, -26.686, 0.078, 0.000002, 0.000002, -0.000389, -26.593, -35.677, 46.657, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [43.368, 0.000, 0.000, 0.000, 0.000, 0.000, -43.368, 0.000, 0.000, 0.000, 0.000, 0.000]

E56 (Truss 3D)
u_global [mm,rad]: [6.400, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [31.243, -22.192, 46.656, -0.000002, 0.000002, -0.000390, 31.084, -30.832, 0.039, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [43.538, 0.000, 0.000, 0.000, 0.000, 0.000, -43.538, 0.000, 0.000, 0.000, 0.000, 0.000]

E57 (Truss 3D)
u_global [mm,rad]: [0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 6.453, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-30.832, -31.084, 0.039, 0.000002, 0.000002, -0.000389, -30.988, -40.115, 46.671, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [42.789, 0.000, 0.000, 0.000, 0.000, 0.000, -42.789, 0.000, 0.000, 0.000, 0.000, 0.000]

E58 (Truss 3D)
u_global [mm,rad]: [6.423, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 0.178, -50.000, 0.000, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [35.677, -26.593, 46.657, -0.000002, 0.000002, -0.000390, 35.482, -35.229, 0.000, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [53.305, 0.000, 0.000, 0.000, 0.000, 0.000, -53.305, 0.000, 0.000, 0.000, 0.000, 0.000]

E59 (Frame 3D)
u_global [mm,rad]: [0.178, -40.671, 0.059, 0.000000, 0.000002, -0.000389, -0.599, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [40.671, 0.059, -0.178, -0.000002, -0.000389, -0.000000, 40.671, 0.059, 0.599, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.120, 5024.938, 990.083, 12828.254, 3885.884, 18866.878, -0.120, -5024.938, -990.083, -12828.254, -5866.051, -8817.002]

E60 (Frame 3D)
u_global [mm,rad]: [0.178, -43.781, 0.039, 0.000000, 0.000002, -0.000389, -1.376, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [43.781, 0.039, -0.178, -0.000002, -0.000389, -0.000000, 43.781, 0.039, 1.376, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.114, 1487.993, 1794.445, 17994.049, 7464.594, 18385.014, -0.114, -1487.993, -1794.445, -17994.049, -14642.375, -12433.042]

E61 (Frame 3D)
u_global [mm,rad]: [0.178, -46.891, 0.020, 0.000000, 0.000002, -0.000389, -2.931, -46.890, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [46.891, 0.020, -0.178, -0.000002, -0.000389, -0.000000, 46.890, 0.020, 2.931, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.101, 2322.108, 1410.649, 18212.494, 8802.979, 20081.206, -0.101, -2322.108, -1410.649, -18212.494, -20088.167, -1504.345]

E62 (Frame 3D)
u_global [mm,rad]: [0.178, -50.000, 0.000, 0.000000, 0.000002, -0.000389, -5.264, -50.000, 0.000, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [50.000, 0.000, -0.178, -0.000002, -0.000389, -0.000000, 50.000, 0.000, 5.264, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.119, -0.035, -1046.599, 7884.359, 1699.231, 5070.008, -0.119, 0.035, 1046.599, -7884.359, 12953.161, -5070.492]

E63 (Frame 3D)
u_global [mm,rad]: [0.179, -37.562, 0.078, 0.000000, 0.000002, -0.000389, -0.599, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [9.283, -36.397, 0.078, -0.000001, 0.000002, -0.000389, 9.283, -39.602, 0.059, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.038, 1999.047, 764.364, 3663.984, -8209.208, -5401.033, -0.038, -1999.047, -764.364, -3663.984, 1906.103, 21885.595]

E64 (Frame 3D)
u_global [mm,rad]: [-0.599, -40.671, 0.059, 0.000000, 0.000002, -0.000389, -1.376, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [9.283, -39.602, 0.059, -0.000001, 0.000002, -0.000389, 9.283, -42.808, 0.039, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.040, 2268.104, 5789.254, 9738.320, -28921.238, -6680.276, -0.040, -2268.104, -5789.254, -9738.320, -18818.177, 25383.539]

E65 (Frame 3D)
u_global [mm,rad]: [-1.376, -43.781, 0.039, 0.000000, 0.000002, -0.000389, -2.931, -46.890, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [18.348, -39.774, 0.039, -0.000001, 0.000002, -0.000389, 18.348, -43.251, 0.020, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.063, 1593.371, 7277.206, 10789.221, -22698.744, 297.577, -0.063, -1593.371, -7277.206, -10789.221, -42390.570, 13953.967]

E66 (Frame 3D)
u_global [mm,rad]: [-2.931, -46.890, 0.020, 0.000000, 0.000002, -0.000389, -5.264, -50.000, 0.000, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [25.789, -39.271, 0.020, -0.000001, 0.000002, -0.000389, 25.789, -43.158, 0.000, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.123, 1571.801, 9599.280, 11335.591, -12890.239, 17844.043, -0.123, -1571.801, -9599.280, -11335.591, -83102.563, -2126.036]

E67 (Truss 3D)
u_global [mm,rad]: [0.034, 0.000, 0.000, 0.000000, 0.000002, -0.000393, 0.051, -3.144, 0.009, -0.000000, 0.000002, -0.000393]
v_local  [mm,rad]: [0.034, 0.000, 0.000, 0.000000, 0.000002, -0.000393, 0.051, -3.144, 0.009, -0.000000, 0.000002, -0.000393]
q_local  [kN,kN·m]: [-25.454, 0.000, 0.000, 0.000, 0.000, 0.000, 25.454, 0.000, 0.000, 0.000, 0.000, 0.000]

E68 (Truss 3D)
u_global [mm,rad]: [6.299, -0.288, 46.654, -0.000000, 0.000002, -0.000391, 6.315, -3.413, 46.662, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.299, -0.288, 46.654, -0.000000, 0.000002, -0.000391, 6.315, -3.413, 46.662, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-24.413, 0.000, 0.000, 0.000, 0.000, 0.000, 24.413, 0.000, 0.000, 0.000, 0.000, 0.000]

E69 (Truss 3D)
u_global [mm,rad]: [0.051, -3.144, 0.009, -0.000000, 0.000002, -0.000393, 0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393]
v_local  [mm,rad]: [0.051, -3.144, 0.009, -0.000000, 0.000002, -0.000393, 0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393]
q_local  [kN,kN·m]: [-25.454, 0.000, 0.000, 0.000, 0.000, 0.000, 25.454, 0.000, 0.000, 0.000, 0.000, 0.000]

E70 (Truss 3D)
u_global [mm,rad]: [6.315, -3.413, 46.662, -0.000000, 0.000002, -0.000391, 6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.315, -3.413, 46.662, -0.000000, 0.000002, -0.000391, 6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-24.413, 0.000, 0.000, 0.000, 0.000, 0.000, 24.413, 0.000, 0.000, 0.000, 0.000, 0.000]

E71 (Truss 3D)
u_global [mm,rad]: [0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393, 0.082, -9.430, 0.025, -0.000000, 0.000002, -0.000393]
v_local  [mm,rad]: [0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393, 0.082, -9.430, 0.025, -0.000000, 0.000002, -0.000393]
q_local  [kN,kN·m]: [-23.253, 0.000, 0.000, 0.000, 0.000, 0.000, 23.253, 0.000, 0.000, 0.000, 0.000, 0.000]

E72 (Truss 3D)
u_global [mm,rad]: [6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391, 6.344, -9.664, 46.674, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391, 6.344, -9.664, 46.674, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-20.161, 0.000, 0.000, 0.000, 0.000, 0.000, 20.161, 0.000, 0.000, 0.000, 0.000, 0.000]

E73 (Truss 3D)
u_global [mm,rad]: [0.082, -9.430, 0.025, -0.000000, 0.000002, -0.000393, 0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [0.082, -9.430, 0.025, -0.000000, 0.000002, -0.000393, 0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392]
q_local  [kN,kN·m]: [-23.253, 0.000, 0.000, 0.000, 0.000, 0.000, 23.253, 0.000, 0.000, 0.000, 0.000, 0.000]

E74 (Truss 3D)
u_global [mm,rad]: [6.344, -9.664, 46.674, -0.000000, 0.000002, -0.000391, 6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.344, -9.664, 46.674, -0.000000, 0.000002, -0.000391, 6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-20.161, 0.000, 0.000, 0.000, 0.000, 0.000, 20.161, 0.000, 0.000, 0.000, 0.000, 0.000]

E75 (Truss 3D)
u_global [mm,rad]: [0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392, 0.111, -15.707, 0.037, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392, 0.111, -15.707, 0.037, -0.000000, 0.000002, -0.000392]
q_local  [kN,kN·m]: [-21.680, 0.000, 0.000, 0.000, 0.000, 0.000, 21.680, 0.000, 0.000, 0.000, 0.000, 0.000]

E76 (Truss 3D)
u_global [mm,rad]: [6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391, 6.368, -15.914, 46.676, -0.000000, 0.000002, -0.000391]
