=== GLOBAL RESULTS ===
 DOF     Type   Status    Disp (mm / rad)   Load (kN / kN·m)
v_local  [mm,rad]: [6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391, 6.368, -15.914, 46.676, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-16.751, 0.000, 0.000, 0.000, 0.000, 0.000, 16.751, 0.000, 0.000, 0.000, 0.000, 0.000]

E77 (Truss 3D)
u_global [mm,rad]: [0.111, -15.707, 0.037, -0.000000, 0.000002, -0.000392, 0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [0.111, -15.707, 0.037, -0.000000, 0.000002, -0.000392, 0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392]
q_local  [kN,kN·m]: [-21.680, 0.000, 0.000, 0.000, 0.000, 0.000, 21.680, 0.000, 0.000, 0.000, 0.000, 0.000]

E78 (Truss 3D)
u_global [mm,rad]: [6.368, -15.914, 46.676, -0.000000, 0.000002, -0.000391, 6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.368, -15.914, 46.676, -0.000000, 0.000002, -0.000391, 6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-16.751, 0.000, 0.000, 0.000, 0.000, 0.000, 16.751, 0.000, 0.000, 0.000, 0.000, 0.000]

E79 (Truss 3D)
u_global [mm,rad]: [0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392, 0.139, -21.972, 0.047, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392, 0.139, -21.972, 0.047, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-21.108, 0.000, 0.000, 0.000, 0.000, 0.000, 21.108, 0.000, 0.000, 0.000, 0.000, 0.000]

E80 (Truss 3D)
u_global [mm,rad]: [6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391, 6.388, -22.164, 46.673, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391, 6.388, -22.164, 46.673, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-14.682, 0.000, 0.000, 0.000, 0.000, 0.000, 14.682, 0.000, 0.000, 0.000, 0.000, 0.000]

E81 (Truss 3D)
u_global [mm,rad]: [0.139, -21.972, 0.047, -0.000000, 0.000002, -0.000391, 0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.139, -21.972, 0.047, -0.000000, 0.000002, -0.000391, 0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-21.108, 0.000, 0.000, 0.000, 0.000, 0.000, 21.108, 0.000, 0.000, 0.000, 0.000, 0.000]

E82 (Truss 3D)
u_global [mm,rad]: [6.388, -22.164, 46.673, -0.000000, 0.000002, -0.000391, 6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.388, -22.164, 46.673, -0.000000, 0.000002, -0.000391, 6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-14.682, 0.000, 0.000, 0.000, 0.000, 0.000, 14.682, 0.000, 0.000, 0.000, 0.000, 0.000]

E83 (Truss 3D)
u_global [mm,rad]: [0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391, 0.167, -28.220, 0.056, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391, 0.167, -28.220, 0.056, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-21.904, 0.000, 0.000, 0.000, 0.000, 0.000, 21.904, 0.000, 0.000, 0.000, 0.000, 0.000]

E84 (Truss 3D)
u_global [mm,rad]: [6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391, 6.407, -28.413, 46.666, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391, 6.407, -28.413, 46.666, -0.000000, 0.000002, -0.000391]
q_local  [kN,kN·m]: [-14.032, 0.000, 0.000, 0.000, 0.000, 0.000, 14.032, 0.000, 0.000, 0.000, 0.000, 0.000]

E85 (Truss 3D)
u_global [mm,rad]: [0.167, -28.220, 0.056, -0.000000, 0.000002, -0.000390, 0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [0.167, -28.220, 0.056, -0.000000, 0.000002, -0.000390, 0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-21.904, 0.000, 0.000, 0.000, 0.000, 0.000, 21.904, 0.000, 0.000, 0.000, 0.000, 0.000]

E86 (Truss 3D)
u_global [mm,rad]: [6.407, -28.413, 46.666, -0.000000, 0.000002, -0.000391, 6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.407, -28.413, 46.666, -0.000000, 0.000002, -0.000391, 6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.032, 0.000, 0.000, 0.000, 0.000, 0.000, 14.032, 0.000, 0.000, 0.000, 0.000, 0.000]

E87 (Truss 3D)
u_global [mm,rad]: [0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390, 0.197, -34.452, 0.070, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390, 0.197, -34.452, 0.070, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [-24.519, 0.000, 0.000, 0.000, 0.000, 0.000, 24.519, 0.000, 0.000, 0.000, 0.000, 0.000]

E88 (Truss 3D)
u_global [mm,rad]: [6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 6.425, -34.660, 46.659, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 6.425, -34.660, 46.659, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.382, 0.000, 0.000, 0.000, 0.000, 0.000, 14.382, 0.000, 0.000, 0.000, 0.000, 0.000]

E89 (Truss 3D)
u_global [mm,rad]: [0.197, -34.452, 0.070, 0.000000, 0.000002, -0.000389, 0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.197, -34.452, 0.070, 0.000000, 0.000002, -0.000389, 0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [-24.529, 0.000, 0.000, 0.000, 0.000, 0.000, 24.529, 0.000, 0.000, 0.000, 0.000, 0.000]

E90 (Truss 3D)
u_global [mm,rad]: [6.425, -34.660, 46.659, -0.000000, 0.000002, -0.000390, 6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.425, -34.660, 46.659, -0.000000, 0.000002, -0.000390, 6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-14.382, 0.000, 0.000, 0.000, 0.000, 0.000, 14.382, 0.000, 0.000, 0.000, 0.000, 0.000]

E91 (Truss 3D)
u_global [mm,rad]: [0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.063, 0.000, 0.000, 0.000, 0.000, 0.000, -0.063, 0.000, 0.000, 0.000, 0.000, 0.000]

E92 (Truss 3D)
u_global [mm,rad]: [6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 6.446, -40.907, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 6.446, -40.907, 46.657, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-17.789, 0.000, 0.000, 0.000, 0.000, 0.000, 17.789, 0.000, 0.000, 0.000, 0.000, 0.000]

E93 (Truss 3D)
u_global [mm,rad]: [0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.065, 0.000, 0.000, 0.000, 0.000, 0.000, -0.065, 0.000, 0.000, 0.000, 0.000, 0.000]

E94 (Truss 3D)
u_global [mm,rad]: [6.446, -40.907, 46.657, -0.000000, 0.000002, -0.000390, 6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.446, -40.907, 46.657, -0.000000, 0.000002, -0.000390, 6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-17.789, 0.000, 0.000, 0.000, 0.000, 0.000, 17.789, 0.000, 0.000, 0.000, 0.000, 0.000]

E95 (Truss 3D)
u_global [mm,rad]: [0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.101, 0.000, 0.000, 0.000, 0.000, 0.000, -0.101, 0.000, 0.000, 0.000, 0.000, 0.000]

E96 (Truss 3D)
u_global [mm,rad]: [6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 6.473, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 6.473, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-23.198, 0.000, 0.000, 0.000, 0.000, 0.000, 23.198, 0.000, 0.000, 0.000, 0.000, 0.000]

E97 (Truss 3D)
u_global [mm,rad]: [0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 0.212, -50.000, -0.000, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 0.212, -50.000, -0.000, -0.000000, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.168, 0.000, 0.000, 0.000, 0.000, 0.000, -0.168, 0.000, 0.000, 0.000, 0.000, 0.000]

E98 (Truss 3D)
u_global [mm,rad]: [6.473, -47.154, 46.664, -0.000000, 0.000002, -0.000390, 6.488, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [6.473, -47.154, 46.664, -0.000000, 0.000002, -0.000390, 6.488, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
q_local  [kN,kN·m]: [-23.198, 0.000, 0.000, 0.000, 0.000, 0.000, 23.198, 0.000, 0.000, 0.000, 0.000, 0.000]

E99 (Truss 3D)
u_global [mm,rad]: [0.034, 0.000, 0.000, 0.000000, 0.000002, -0.000393, 6.299, -0.288, 46.654, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.000, 0.000, 0.034, 0.000002, -0.000393, 0.000000, -0.288, 46.654, 6.299, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [111.269, 0.000, 0.000, 0.000, 0.000, 0.000, -111.269, 0.000, 0.000, 0.000, 0.000, 0.000]

E100 (Truss 3D)
u_global [mm,rad]: [0.051, -3.144, 0.009, -0.000000, 0.000002, -0.000393, 6.315, -3.413, 46.662, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-3.144, 0.009, 0.051, 0.000002, -0.000393, -0.000000, -3.413, 46.662, 6.315, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [104.208, 0.000, 0.000, 0.000, 0.000, 0.000, -104.208, 0.000, 0.000, 0.000, 0.000, 0.000]

E101 (Truss 3D)
u_global [mm,rad]: [0.082, -9.430, 0.025, -0.000000, 0.000002, -0.000393, 6.344, -9.664, 46.674, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-9.430, 0.025, 0.082, 0.000002, -0.000393, -0.000000, -9.664, 46.674, 6.344, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [90.638, 0.000, 0.000, 0.000, 0.000, 0.000, -90.638, 0.000, 0.000, 0.000, 0.000, 0.000]

E102 (Truss 3D)
u_global [mm,rad]: [0.111, -15.707, 0.037, -0.000000, 0.000002, -0.000392, 6.368, -15.914, 46.676, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-15.707, 0.037, 0.111, 0.000002, -0.000392, -0.000000, -15.914, 46.676, 6.368, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [80.020, 0.000, 0.000, 0.000, 0.000, 0.000, -80.020, 0.000, 0.000, 0.000, 0.000, 0.000]

E103 (Truss 3D)
u_global [mm,rad]: [0.139, -21.972, 0.047, -0.000000, 0.000002, -0.000391, 6.388, -22.164, 46.673, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-21.972, 0.047, 0.139, 0.000002, -0.000391, -0.000000, -22.164, 46.673, 6.388, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [74.274, 0.000, 0.000, 0.000, 0.000, 0.000, -74.274, 0.000, 0.000, 0.000, 0.000, 0.000]

E104 (Truss 3D)
u_global [mm,rad]: [0.167, -28.220, 0.056, -0.000000, 0.000002, -0.000390, 6.407, -28.413, 46.666, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-28.220, 0.056, 0.167, 0.000002, -0.000390, -0.000000, -28.413, 46.666, 6.407, 0.000002, -0.000391, -0.000000]
q_local  [kN,kN·m]: [74.416, 0.000, 0.000, 0.000, 0.000, 0.000, -74.416, 0.000, 0.000, 0.000, 0.000, 0.000]

E105 (Truss 3D)
u_global [mm,rad]: [0.197, -34.452, 0.070, 0.000000, 0.000002, -0.000389, 6.425, -34.660, 46.659, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-34.452, 0.070, 0.197, 0.000002, -0.000389, 0.000000, -34.660, 46.659, 6.425, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [80.590, 0.000, 0.000, 0.000, 0.000, 0.000, -80.590, 0.000, 0.000, 0.000, 0.000, 0.000]

E106 (Truss 3D)
u_global [mm,rad]: [0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389, 6.446, -40.907, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-40.671, 0.059, 0.213, 0.000002, -0.000389, 0.000000, -40.907, 46.657, 6.446, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [91.086, 0.000, 0.000, 0.000, 0.000, 0.000, -91.086, 0.000, 0.000, 0.000, 0.000, 0.000]

E107 (Truss 3D)
u_global [mm,rad]: [0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389, 6.473, -47.154, 46.664, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-46.891, 0.020, 0.213, 0.000002, -0.000389, 0.000000, -47.154, 46.664, 6.473, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [101.645, 0.000, 0.000, 0.000, 0.000, 0.000, -101.645, 0.000, 0.000, 0.000, 0.000, 0.000]

E108 (Truss 3D)
u_global [mm,rad]: [0.212, -50.000, -0.000, -0.000000, 0.000002, -0.000389, 6.488, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-50.000, -0.000, 0.212, 0.000002, -0.000389, -0.000000, -50.277, 46.671, 6.488, 0.000002, -0.000390, -0.000000]
q_local  [kN,kN·m]: [106.898, 0.000, 0.000, 0.000, 0.000, 0.000, -106.898, 0.000, 0.000, 0.000, 0.000, 0.000]

E109 (Truss 3D)
u_global [mm,rad]: [0.034, 0.000, 0.000, 0.000000, 0.000002, -0.000393, 6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [0.024, -0.024, 0.000, 0.000002, 0.000002, -0.000393, -0.147, -9.100, 46.670, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [46.740, 0.000, 0.000, 0.000, 0.000, 0.000, -46.740, 0.000, 0.000, 0.000, 0.000, 0.000]

E110 (Truss 3D)
u_global [mm,rad]: [6.299, -0.288, 46.654, -0.000000, 0.000002, -0.000391, 0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393]
v_local  [mm,rad]: [4.658, 4.251, 46.654, -0.000002, 0.000002, -0.000391, 4.493, -4.398, 0.019, -0.000002, 0.000002, -0.000393]
q_local  [kN,kN·m]: [45.033, 0.000, 0.000, 0.000, 0.000, 0.000, -45.033, 0.000, 0.000, 0.000, 0.000, 0.000]

E111 (Truss 3D)
u_global [mm,rad]: [0.067, -6.287, 0.019, -0.000000, 0.000002, -0.000393, 6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-4.398, -4.493, 0.019, 0.000002, 0.000002, -0.000393, -4.548, -13.539, 46.677, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [40.981, 0.000, 0.000, 0.000, 0.000, 0.000, -40.981, 0.000, 0.000, 0.000, 0.000, 0.000]

E112 (Truss 3D)
u_global [mm,rad]: [6.331, -6.539, 46.670, -0.000000, 0.000002, -0.000391, 0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [9.100, -0.147, 46.670, -0.000002, 0.000002, -0.000391, 8.957, -8.819, 0.032, -0.000002, 0.000002, -0.000392]
q_local  [kN,kN·m]: [39.181, 0.000, 0.000, 0.000, 0.000, 0.000, -39.181, 0.000, 0.000, 0.000, 0.000, 0.000]

E113 (Truss 3D)
u_global [mm,rad]: [0.097, -12.570, 0.032, -0.000000, 0.000002, -0.000392, 6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-8.819, -8.957, 0.032, 0.000002, 0.000002, -0.000392, -8.952, -17.973, 46.676, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [36.295, 0.000, 0.000, 0.000, 0.000, 0.000, -36.295, 0.000, 0.000, 0.000, 0.000, 0.000]

E114 (Truss 3D)
u_global [mm,rad]: [6.357, -12.789, 46.677, -0.000000, 0.000002, -0.000391, 0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392]
v_local  [mm,rad]: [13.539, -4.548, 46.677, -0.000002, 0.000002, -0.000391, 13.411, -13.234, 0.042, -0.000002, 0.000002, -0.000392]
q_local  [kN,kN·m]: [34.734, 0.000, 0.000, 0.000, 0.000, 0.000, -34.734, 0.000, 0.000, 0.000, 0.000, 0.000]

E115 (Truss 3D)
u_global [mm,rad]: [0.125, -18.841, 0.042, -0.000000, 0.000002, -0.000392, 6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [-13.234, -13.411, 0.042, 0.000002, 0.000002, -0.000392, -13.358, -22.405, 46.670, 0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [33.702, 0.000, 0.000, 0.000, 0.000, 0.000, -33.702, 0.000, 0.000, 0.000, 0.000, 0.000]

E116 (Truss 3D)
u_global [mm,rad]: [6.379, -19.039, 46.676, -0.000000, 0.000002, -0.000391, 0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391]
v_local  [mm,rad]: [17.973, -8.952, 46.676, -0.000002, 0.000002, -0.000391, 17.855, -17.639, 0.051, -0.000002, 0.000002, -0.000391]
q_local  [kN,kN·m]: [32.367, 0.000, 0.000, 0.000, 0.000, 0.000, -32.367, 0.000, 0.000, 0.000, 0.000, 0.000]

E117 (Truss 3D)
u_global [mm,rad]: [0.153, -25.098, 0.051, -0.000000, 0.000002, -0.000391, 6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-17.639, -17.855, 0.051, 0.000002, 0.000002, -0.000391, -17.763, -26.836, 46.663, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [33.857, 0.000, 0.000, 0.000, 0.000, 0.000, -33.857, 0.000, 0.000, 0.000, 0.000, 0.000]

E118 (Truss 3D)
u_global [mm,rad]: [6.398, -25.288, 46.670, -0.000000, 0.000002, -0.000391, 0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [22.405, -13.358, 46.670, -0.000002, 0.000002, -0.000391, 22.287, -22.031, 0.062, -0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [32.336, 0.000, 0.000, 0.000, 0.000, 0.000, -32.336, 0.000, 0.000, 0.000, 0.000, 0.000]

E119 (Truss 3D)
u_global [mm,rad]: [0.181, -31.338, 0.062, -0.000000, 0.000002, -0.000390, 6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-22.031, -22.287, 0.062, 0.000002, 0.000002, -0.000390, -22.167, -31.267, 46.656, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [37.172, 0.000, 0.000, 0.000, 0.000, 0.000, -37.172, 0.000, 0.000, 0.000, 0.000, 0.000]

E120 (Truss 3D)
u_global [mm,rad]: [6.416, -31.537, 46.663, -0.000000, 0.000002, -0.000390, 0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [26.836, -17.763, 46.663, -0.000002, 0.000002, -0.000390, 26.711, -26.410, 0.078, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [34.362, 0.000, 0.000, 0.000, 0.000, 0.000, -34.362, 0.000, 0.000, 0.000, 0.000, 0.000]

E121 (Truss 3D)
u_global [mm,rad]: [0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389, 6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-26.410, -26.711, 0.078, 0.000002, 0.000002, -0.000389, -26.568, -35.701, 46.657, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [43.223, 0.000, 0.000, 0.000, 0.000, 0.000, -43.223, 0.000, 0.000, 0.000, 0.000, 0.000]

E122 (Truss 3D)
u_global [mm,rad]: [6.435, -37.784, 46.656, -0.000000, 0.000002, -0.000390, 0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [31.267, -22.167, 46.656, -0.000002, 0.000002, -0.000390, 31.108, -30.808, 0.039, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [43.409, 0.000, 0.000, 0.000, 0.000, 0.000, -43.409, 0.000, 0.000, 0.000, 0.000, 0.000]

E123 (Truss 3D)
u_global [mm,rad]: [0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389, 6.488, -50.277, 46.671, -0.000000, 0.000002, -0.000390]
v_local  [mm,rad]: [-30.808, -31.108, 0.039, 0.000002, 0.000002, -0.000389, -30.964, -40.139, 46.671, 0.000002, 0.000002, -0.000390]
q_local  [kN,kN·m]: [42.662, 0.000, 0.000, 0.000, 0.000, 0.000, -42.662, 0.000, 0.000, 0.000, 0.000, 0.000]

E124 (Truss 3D)
u_global [mm,rad]: [6.458, -44.031, 46.657, -0.000000, 0.000002, -0.000390, 0.212, -50.000, -0.000, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [35.701, -26.568, 46.657, -0.000002, 0.000002, -0.000390, 35.506, -35.205, -0.000, -0.000002, 0.000002, -0.000389]
q_local  [kN,kN·m]: [53.211, 0.000, 0.000, 0.000, 0.000, 0.000, -53.211, 0.000, 0.000, 0.000, 0.000, 0.000]

E125 (Frame 3D)
u_global [mm,rad]: [0.213, -40.671, 0.059, 0.000000, 0.000002, -0.000389, -0.565, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [40.671, 0.059, -0.213, -0.000002, -0.000389, -0.000000, 40.671, 0.059, 0.565, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.074, -764.345, -1104.535, 6177.643, -20582.275, -7702.395, -0.074, 764.345, 1104.535, -6177.643, 22791.346, 6173.705]

E126 (Frame 3D)
u_global [mm,rad]: [0.213, -43.781, 0.039, 0.000000, 0.000002, -0.000389, -1.342, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [43.781, 0.039, -0.213, -0.000002, -0.000389, -0.000000, 43.781, 0.039, 1.342, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.100, -698.942, -414.583, 5518.090, -19617.531, -16105.794, -0.100, 698.942, 414.583, -5518.090, 21275.863, 13310.028]

E127 (Frame 3D)
u_global [mm,rad]: [0.213, -46.891, 0.020, 0.000000, 0.000002, -0.000389, -2.897, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [46.891, 0.020, -0.213, -0.000002, -0.000389, -0.000000, 46.891, 0.020, 2.897, -0.000002, -0.000389, -0.000000]
q_local  [kN,kN·m]: [0.098, -1487.994, 49.212, 8731.439, -18428.413, -20687.466, -0.098, 1487.994, -49.212, -8731.439, 18034.716, 8783.515]

E128 (Frame 3D)
u_global [mm,rad]: [0.212, -50.000, -0.000, -0.000000, 0.000002, -0.000389, -5.229, -50.000, 0.000, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [50.000, -0.000, -0.212, -0.000002, -0.000389, 0.000000, 50.000, 0.000, 5.229, -0.000002, -0.000389, 0.000000]
q_local  [kN,kN·m]: [0.119, -2322.102, -3092.852, 12635.823, -14279.622, -21454.491, -0.119, 2322.102, 3092.852, -12635.823, 57579.547, -11054.941]

E129 (Frame 3D)
u_global [mm,rad]: [0.213, -37.562, 0.078, 0.000000, 0.000002, -0.000389, -0.565, -40.671, 0.059, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [9.316, -36.389, 0.078, -0.000001, 0.000002, -0.000389, 9.316, -39.594, 0.059, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.043, -7830.181, 0.013, 23741.566, 25886.114, -117427.635, -0.043, 7830.181, -0.013, -23741.566, -25886.217, 52858.309]

E130 (Frame 3D)
u_global [mm,rad]: [-0.565, -40.671, 0.059, 0.000000, 0.000002, -0.000389, -1.342, -43.781, 0.039, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [9.316, -39.594, 0.059, -0.000001, 0.000002, -0.000389, 9.316, -42.799, 0.039, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.042, -7627.349, -5090.284, 11495.604, 46997.107, -84988.922, -0.042, 7627.349, 5090.284, -11495.604, -5021.547, 22092.193]

E131 (Frame 3D)
u_global [mm,rad]: [-1.342, -43.781, 0.039, 0.000000, 0.000002, -0.000389, -2.897, -46.891, 0.020, 0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [18.379, -39.759, 0.039, -0.000001, 0.000002, -0.000389, 18.379, -43.236, 0.020, -0.000001, 0.000002, -0.000389]
q_local  [kN,kN·m]: [0.069, -7585.382, -5789.184, 12518.821, 58796.368, -54406.797, -0.069, 7585.382, 5789.184, -12518.821, -7016.330, -13438.919]

E132 (Frame 3D)
u_global [mm,rad]: [-2.897, -46.891, 0.020, 0.000000, 0.000002, -0.000389, -5.229, -50.000, 0.000, -0.000000, 0.000002, -0.000389]
v_local  [mm,rad]: [25.817, -39.251, 0.020, -0.000001, 0.000002, -0.000389, 25.817, -43.138, 0.000, -0.000001, 0.000002, -0.000389]
