=== GLOBAL RESULTS ===
 DOF     Type   Status    Disp (mm / rad)   Load (kN / kN·m)
v_local  [mm,rad]: [14.961, -29.761, 19.815, -0.000054, 0.000025, -0.000373, 15.760, -32.747, 19.330, -0.000053, 0.000025, -0.000373]
q_local  [kN,kN·m]: [249.050, 0.000, 0.000, 0.000, 0.000, 0.000, -249.050, 0.000, 0.000, 0.000, 0.000, 0.000]

E21 (Truss 3D)
u_global [mm,rad]: [10.346, -35.767, -0.865, -0.000017, 0.000027, -0.000256, 11.445, -39.781, -0.838, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [10.346, -35.767, -0.865, -0.000017, 0.000027, -0.000256, 11.445, -39.781, -0.838, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [-215.232, 0.000, 0.000, 0.000, 0.000, 0.000, 215.232, 0.000, 0.000, 0.000, 0.000, 0.000]

E22 (Truss 3D)
u_global [mm,rad]: [15.760, -32.747, 19.330, -0.000053, 0.000025, -0.000373, 16.424, -35.728, 18.611, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [15.760, -32.747, 19.330, -0.000053, 0.000025, -0.000373, 16.424, -35.728, 18.611, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [456.399, 0.000, 0.000, 0.000, 0.000, 0.000, -456.399, 0.000, 0.000, 0.000, 0.000, 0.000]

E23 (Truss 3D)
u_global [mm,rad]: [11.445, -39.781, -0.838, -0.000000, 0.000027, -0.000255, 12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [11.445, -39.781, -0.838, -0.000000, 0.000027, -0.000255, 12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [-215.237, 0.000, 0.000, 0.000, 0.000, 0.000, 215.237, 0.000, 0.000, 0.000, 0.000, 0.000]

E24 (Truss 3D)
u_global [mm,rad]: [16.424, -35.728, 18.611, -0.000053, 0.000025, -0.000372, 17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [16.424, -35.728, 18.611, -0.000053, 0.000025, -0.000372, 17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [456.399, 0.000, 0.000, 0.000, 0.000, 0.000, -456.399, 0.000, 0.000, 0.000, 0.000, 0.000]

E25 (Truss 3D)
u_global [mm,rad]: [12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255, 12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255, 12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.992, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.992, 0.000, 0.000, 0.000, 0.000, 0.000]

E26 (Truss 3D)
u_global [mm,rad]: [17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372, 17.820, -41.680, 17.290, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372, 17.820, -41.680, 17.290, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [353.220, 0.000, 0.000, 0.000, 0.000, 0.000, -353.220, 0.000, 0.000, 0.000, 0.000, 0.000]

E27 (Truss 3D)
u_global [mm,rad]: [12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255, 12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255, 12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.983, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.983, 0.000, 0.000, 0.000, 0.000, 0.000]

E28 (Truss 3D)
u_global [mm,rad]: [17.820, -41.680, 17.290, -0.000053, 0.000025, -0.000372, 18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [17.820, -41.680, 17.290, -0.000053, 0.000025, -0.000372, 18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371]
q_local  [kN,kN·m]: [353.221, 0.000, 0.000, 0.000, 0.000, 0.000, -353.221, 0.000, 0.000, 0.000, 0.000, 0.000]

E29 (Truss 3D)
u_global [mm,rad]: [12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255, 12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255, 12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.992, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.992, 0.000, 0.000, 0.000, 0.000, 0.000]

E30 (Truss 3D)
u_global [mm,rad]: [18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371, 19.544, -47.624, 16.542, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371, 19.544, -47.624, 16.542, -0.000053, 0.000025, -0.000371]
q_local  [kN,kN·m]: [-49.894, 0.000, 0.000, 0.000, 0.000, 0.000, 49.894, 0.000, 0.000, 0.000, 0.000, 0.000]

E31 (Truss 3D)
u_global [mm,rad]: [12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255, 12.545, -50.188, -0.000, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255, 12.545, -50.188, -0.000, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1483.013, 0.000, 0.000, 0.000, 0.000, 0.000, -1483.013, 0.000, 0.000, 0.000, 0.000, 0.000]

E32 (Truss 3D)
u_global [mm,rad]: [19.544, -47.624, 16.542, -0.000053, 0.000025, -0.000371, 20.536, -50.596, 16.397, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [19.544, -47.624, 16.542, -0.000053, 0.000025, -0.000371, 20.536, -50.596, 16.397, -0.000053, 0.000025, -0.000371]
q_local  [kN,kN·m]: [-49.894, 0.000, 0.000, 0.000, 0.000, 0.000, 49.894, 0.000, 0.000, 0.000, 0.000, 0.000]

E33 (Truss 3D)
u_global [mm,rad]: [0.000, 0.000, 0.000, 0.000263, 0.000027, -0.000256, 7.397, -2.696, 23.517, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [0.000, 0.000, 0.000, 0.000027, -0.000256, 0.000263, -2.696, 23.517, 7.397, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [1783.075, 0.000, 0.000, 0.000, 0.000, 0.000, -1783.075, 0.000, 0.000, 0.000, 0.000, 0.000]

E34 (Truss 3D)
u_global [mm,rad]: [1.155, -8.344, 0.124, 0.000021, 0.000027, -0.000256, 8.364, -5.715, 23.326, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [-8.344, 0.124, 1.155, 0.000027, -0.000256, 0.000021, -5.715, 23.326, 8.364, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [-273.956, 0.000, 0.000, 0.000, 0.000, 0.000, 273.956, 0.000, 0.000, 0.000, 0.000, 0.000]

E35 (Truss 3D)
u_global [mm,rad]: [3.361, -14.408, 0.191, 0.000026, 0.000027, -0.000256, 10.090, -11.748, 22.583, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [-14.408, 0.191, 3.361, 0.000027, -0.000256, 0.000026, -11.748, 22.583, 10.090, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [-285.870, 0.000, 0.000, 0.000, 0.000, 0.000, 285.870, 0.000, 0.000, 0.000, 0.000, 0.000]

E36 (Truss 3D)
u_global [mm,rad]: [5.400, -20.412, -0.035, 0.000023, 0.000027, -0.000256, 11.670, -17.770, 21.584, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [-20.412, -0.035, 5.400, 0.000027, -0.000256, 0.000023, -17.770, 21.584, 11.670, 0.000025, -0.000376, -0.000054]
q_local  [kN,kN·m]: [-278.908, 0.000, 0.000, 0.000, 0.000, 0.000, 278.908, 0.000, 0.000, 0.000, 0.000, 0.000]

E37 (Truss 3D)
u_global [mm,rad]: [7.363, -26.421, -0.394, 0.000024, 0.000027, -0.000256, 13.326, -23.775, 20.718, -0.000054, 0.000025, -0.000375]
v_local  [mm,rad]: [-26.421, -0.394, 7.363, 0.000027, -0.000256, 0.000024, -23.775, 20.718, 13.326, 0.000025, -0.000375, -0.000054]
q_local  [kN,kN·m]: [-280.215, 0.000, 0.000, 0.000, 0.000, 0.000, 280.215, 0.000, 0.000, 0.000, 0.000, 0.000]

E38 (Truss 3D)
u_global [mm,rad]: [9.342, -32.443, -0.725, 0.000029, 0.000027, -0.000256, 14.961, -29.761, 19.815, -0.000054, 0.000025, -0.000373]
v_local  [mm,rad]: [-32.443, -0.725, 9.342, 0.000027, -0.000256, 0.000029, -29.761, 19.815, 14.961, 0.000025, -0.000373, -0.000054]
q_local  [kN,kN·m]: [-294.341, 0.000, 0.000, 0.000, 0.000, 0.000, 294.341, 0.000, 0.000, 0.000, 0.000, 0.000]

E39 (Truss 3D)
u_global [mm,rad]: [11.445, -39.781, -0.838, -0.000000, 0.000027, -0.000255, 16.424, -35.728, 18.611, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-39.781, -0.838, 11.445, 0.000027, -0.000255, -0.000000, -35.728, 18.611, 16.424, 0.000025, -0.000372, -0.000053]
q_local  [kN,kN·m]: [-823.832, 0.000, 0.000, 0.000, 0.000, 0.000, 823.832, 0.000, 0.000, 0.000, 0.000, 0.000]

E40 (Truss 3D)
u_global [mm,rad]: [12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255, 17.820, -41.680, 17.290, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-43.674, 0.651, 12.545, 0.000027, -0.000255, -0.000000, -41.680, 17.290, 17.820, 0.000025, -0.000372, -0.000053]
q_local  [kN,kN·m]: [-28.453, 0.000, 0.000, 0.000, 0.000, 0.000, 28.453, 0.000, 0.000, 0.000, 0.000, 0.000]

E41 (Truss 3D)
u_global [mm,rad]: [12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255, 19.544, -47.624, 16.542, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-47.704, 0.217, 12.545, 0.000027, -0.000255, -0.000000, -47.624, 16.542, 19.544, 0.000025, -0.000371, -0.000053]
q_local  [kN,kN·m]: [710.792, 0.000, 0.000, 0.000, 0.000, 0.000, -710.792, 0.000, 0.000, 0.000, 0.000, 0.000]

E42 (Truss 3D)
u_global [mm,rad]: [12.545, -50.188, -0.000, -0.000000, 0.000027, -0.000255, 20.536, -50.596, 16.397, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-50.188, -0.000, 12.545, 0.000027, -0.000255, -0.000000, -50.596, 16.397, 20.536, 0.000025, -0.000371, -0.000053]
q_local  [kN,kN·m]: [899.121, 0.000, 0.000, 0.000, 0.000, 0.000, -899.121, 0.000, 0.000, 0.000, 0.000, 0.000]

E43 (Truss 3D)
u_global [mm,rad]: [0.000, 0.000, 0.000, 0.000263, 0.000027, -0.000256, 9.330, -8.733, 23.135, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [0.000, 0.000, 0.000, 0.000205, -0.000167, -0.000256, 0.423, -12.772, 23.135, -0.000021, 0.000056, -0.000377]
q_local  [kN,kN·m]: [626.170, 0.000, 0.000, 0.000, 0.000, 0.000, -626.170, 0.000, 0.000, 0.000, 0.000, 0.000]

E44 (Truss 3D)
u_global [mm,rad]: [7.397, -2.696, 23.517, -0.000054, 0.000025, -0.000377, 2.310, -11.581, 0.249, -0.000007, 0.000027, -0.000256]
v_local  [mm,rad]: [7.137, 3.324, 23.517, -0.000056, -0.000021, -0.000377, 9.822, -6.555, 0.249, -0.000024, 0.000014, -0.000256]
q_local  [kN,kN·m]: [8.281, 0.000, 0.000, 0.000, 0.000, 0.000, -8.281, 0.000, 0.000, 0.000, 0.000, 0.000]

E45 (Truss 3D)
u_global [mm,rad]: [2.310, -11.581, 0.249, -0.000007, 0.000027, -0.000256, 10.850, -14.761, 22.031, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [-6.555, -9.822, 0.249, 0.000014, 0.000024, -0.000256, -2.765, -18.110, 22.031, -0.000020, 0.000056, -0.000376]
q_local  [kN,kN·m]: [-293.505, 0.000, 0.000, 0.000, 0.000, 0.000, 293.505, 0.000, 0.000, 0.000, 0.000, 0.000]

E46 (Truss 3D)
u_global [mm,rad]: [9.330, -8.733, 23.135, -0.000054, 0.000025, -0.000377, 4.412, -17.707, 0.133, -0.000012, 0.000027, -0.000256]
v_local  [mm,rad]: [12.772, 0.423, 23.135, -0.000056, -0.000021, -0.000377, 15.640, -9.401, 0.133, -0.000028, 0.000011, -0.000256]
q_local  [kN,kN·m]: [-41.723, 0.000, 0.000, 0.000, 0.000, 0.000, 41.723, 0.000, 0.000, 0.000, 0.000, 0.000]

E47 (Truss 3D)
u_global [mm,rad]: [4.412, -17.707, 0.133, -0.000012, 0.000027, -0.000256, 12.491, -20.775, 21.138, -0.000054, 0.000025, -0.000375]
v_local  [mm,rad]: [-9.401, -15.640, 0.133, 0.000011, 0.000028, -0.000256, -5.858, -23.522, 21.138, -0.000020, 0.000056, -0.000375]
q_local  [kN,kN·m]: [-225.986, 0.000, 0.000, 0.000, 0.000, 0.000, 225.986, 0.000, 0.000, 0.000, 0.000, 0.000]

E48 (Truss 3D)
u_global [mm,rad]: [10.850, -14.761, 22.031, -0.000054, 0.000025, -0.000376, 6.388, -23.666, -0.203, -0.000010, 0.000027, -0.000256]
v_local  [mm,rad]: [18.110, -2.765, 22.031, -0.000056, -0.000020, -0.000376, 21.251, -12.217, -0.203, -0.000026, 0.000012, -0.000256]
q_local  [kN,kN·m]: [-116.417, 0.000, 0.000, 0.000, 0.000, 0.000, 116.417, 0.000, 0.000, 0.000, 0.000, 0.000]

E49 (Truss 3D)
u_global [mm,rad]: [6.388, -23.666, -0.203, -0.000010, 0.000027, -0.000256, 14.162, -26.771, 20.299, -0.000054, 0.000025, -0.000374]
v_local  [mm,rad]: [-12.217, -21.251, -0.203, 0.000012, 0.000026, -0.000256, -8.916, -28.944, 20.299, -0.000020, 0.000056, -0.000374]
q_local  [kN,kN·m]: [-160.052, 0.000, 0.000, 0.000, 0.000, 0.000, 160.052, 0.000, 0.000, 0.000, 0.000, 0.000]

E50 (Truss 3D)
u_global [mm,rad]: [12.491, -20.775, 21.138, -0.000054, 0.000025, -0.000375, 8.338, -29.674, -0.585, -0.000011, 0.000027, -0.000256]
v_local  [mm,rad]: [23.522, -5.858, 21.138, -0.000056, -0.000020, -0.000375, 26.879, -15.087, -0.585, -0.000027, 0.000012, -0.000256]
q_local  [kN,kN·m]: [-175.081, 0.000, 0.000, 0.000, 0.000, 0.000, 175.081, 0.000, 0.000, 0.000, 0.000, 0.000]

E51 (Truss 3D)
u_global [mm,rad]: [8.338, -29.674, -0.585, -0.000011, 0.000027, -0.000256, 15.760, -32.747, 19.330, -0.000053, 0.000025, -0.000373]
v_local  [mm,rad]: [-15.087, -26.879, -0.585, 0.000012, 0.000027, -0.000256, -12.012, -34.299, 19.330, -0.000020, 0.000056, -0.000373]
q_local  [kN,kN·m]: [-98.262, 0.000, 0.000, 0.000, 0.000, 0.000, 98.262, 0.000, 0.000, 0.000, 0.000, 0.000]

E52 (Truss 3D)
u_global [mm,rad]: [14.162, -26.771, 20.299, -0.000054, 0.000025, -0.000374, 10.346, -35.767, -0.865, -0.000017, 0.000027, -0.000256]
v_local  [mm,rad]: [28.944, -8.916, 20.299, -0.000056, -0.000020, -0.000374, 32.607, -17.976, -0.865, -0.000031, 0.000007, -0.000256]
q_local  [kN,kN·m]: [-258.906, 0.000, 0.000, 0.000, 0.000, 0.000, 258.906, 0.000, 0.000, 0.000, 0.000, 0.000]

E53 (Truss 3D)
u_global [mm,rad]: [10.346, -35.767, -0.865, -0.000017, 0.000027, -0.000256, 17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-17.976, -32.607, -0.865, 0.000007, 0.000031, -0.000256, -15.285, -39.453, 17.892, -0.000020, 0.000055, -0.000372]
q_local  [kN,kN·m]: [6.802, 0.000, 0.000, 0.000, 0.000, 0.000, -6.802, 0.000, 0.000, 0.000, 0.000, 0.000]

E54 (Truss 3D)
u_global [mm,rad]: [15.760, -32.747, 19.330, -0.000053, 0.000025, -0.000373, 12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [34.299, -12.012, 19.330, -0.000056, -0.000020, -0.000373, 38.445, -20.704, 0.868, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [-390.675, 0.000, 0.000, 0.000, 0.000, 0.000, 390.675, 0.000, 0.000, 0.000, 0.000, 0.000]

E55 (Truss 3D)
u_global [mm,rad]: [12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255, 18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-20.704, -38.445, 0.868, 0.000019, 0.000019, -0.000255, -18.456, -44.692, 16.688, -0.000020, 0.000055, -0.000371]
q_local  [kN,kN·m]: [127.633, 0.000, 0.000, 0.000, 0.000, 0.000, -127.633, 0.000, 0.000, 0.000, 0.000, 0.000]

E56 (Truss 3D)
u_global [mm,rad]: [17.089, -38.705, 17.892, -0.000053, 0.000025, -0.000372, 12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [39.453, -15.285, 17.892, -0.000055, -0.000020, -0.000372, 41.046, -23.305, 0.434, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [306.312, 0.000, 0.000, 0.000, 0.000, 0.000, -306.312, 0.000, 0.000, 0.000, 0.000, 0.000]

E57 (Truss 3D)
u_global [mm,rad]: [12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255, 20.536, -50.596, 16.397, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-23.305, -41.046, 0.434, 0.000019, 0.000019, -0.000255, -21.255, -50.298, 16.397, -0.000020, 0.000055, -0.000371]
q_local  [kN,kN·m]: [181.663, 0.000, 0.000, 0.000, 0.000, 0.000, -181.663, 0.000, 0.000, 0.000, 0.000, 0.000]

E58 (Truss 3D)
u_global [mm,rad]: [18.552, -44.653, 16.688, -0.000053, 0.000025, -0.000371, 12.545, -50.188, -0.000, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [44.692, -18.456, 16.688, -0.000055, -0.000020, -0.000371, 44.359, -26.617, -0.000, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [832.673, 0.000, 0.000, 0.000, 0.000, 0.000, -832.673, 0.000, 0.000, 0.000, 0.000, 0.000]

E59 (Frame 3D)
u_global [mm,rad]: [12.545, -43.674, 0.651, -0.000000, 0.000027, -0.000255, 12.034, -43.869, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [43.674, 0.651, -12.545, -0.000027, -0.000255, 0.000000, 43.869, 0.651, -12.034, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [195.650, -1167.733, -980.009, -30231.450, -1230.509, -2028.882, -195.650, 1167.733, 980.009, 30231.450, 3190.528, -306.583]

E60 (Frame 3D)
u_global [mm,rad]: [12.545, -45.503, 0.434, -0.000000, 0.000027, -0.000255, 11.523, -45.912, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [45.503, 0.434, -12.545, -0.000027, -0.000255, 0.000000, 45.912, 0.434, -11.523, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [153.852, -5221.761, 282.919, -21580.352, -4786.062, -8684.565, -153.852, 5221.761, -282.919, 21580.352, 3654.387, -12202.478]

E61 (Frame 3D)
u_global [mm,rad]: [12.545, -47.704, 0.217, -0.000000, 0.000027, -0.000255, 10.501, -47.956, 0.217, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [47.704, 0.217, -12.545, -0.000027, -0.000255, 0.000000, 47.956, 0.217, -10.501, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [765.585, -4337.038, 1621.532, -13210.247, -8392.887, -15288.348, -765.585, 4337.038, -1621.532, 13210.247, -4579.365, -19407.957]

E62 (Frame 3D)
u_global [mm,rad]: [12.545, -50.188, -0.000, -0.000000, 0.000027, -0.000255, 8.969, -50.000, 0.000, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [50.188, -0.000, -12.545, -0.000027, -0.000255, 0.000000, 50.000, 0.000, -8.969, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [1154.230, -998.625, 322.898, -2110.888, -397.306, -0.031, -1154.230, 998.625, -322.898, 2110.888, -4123.272, -13980.722]

E63 (Frame 3D)
u_global [mm,rad]: [12.545, -41.825, 0.868, -0.000000, 0.000027, -0.000255, 12.034, -43.869, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [22.314, -37.533, 0.868, -0.000007, 0.000026, -0.000255, 22.314, -39.640, 0.651, -0.000007, 0.000026, -0.000255]
q_local  [kN,kN·m]: [1038.094, 1578.482, -4912.069, -9963.574, 42210.970, -227.660, -1038.094, -1578.482, 4912.069, 9963.574, -1705.011, 13244.154]

E64 (Frame 3D)
u_global [mm,rad]: [12.034, -43.869, 0.651, -0.000000, 0.000027, -0.000255, 11.523, -45.912, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [22.314, -39.640, 0.651, -0.000007, 0.000026, -0.000255, 22.314, -41.747, 0.434, -0.000007, 0.000026, -0.000255]
q_local  [kN,kN·m]: [1038.087, 509.445, -7852.078, -403.195, 64090.598, -17980.400, -1038.087, -509.445, 7852.078, 403.195, 659.295, 22181.391]

E65 (Frame 3D)
u_global [mm,rad]: [11.523, -45.912, 0.434, -0.000000, 0.000027, -0.000255, 10.501, -47.956, 0.217, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [30.839, -35.912, 0.434, -0.000012, 0.000024, -0.000255, 30.839, -38.197, 0.217, -0.000012, 0.000024, -0.000255]
q_local  [kN,kN·m]: [1038.091, -430.885, -14803.217, -1081.896, 96197.619, -27847.758, -1038.091, 430.885, 14803.217, 1081.896, 36206.376, 23993.804]

E66 (Frame 3D)
u_global [mm,rad]: [10.501, -47.956, 0.217, -0.000000, 0.000027, -0.000255, 8.969, -50.000, 0.000, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [37.175, -32.064, 0.217, -0.000016, 0.000022, -0.000255, 37.175, -34.619, 0.000, -0.000016, 0.000022, -0.000255]
q_local  [kN,kN·m]: [1038.105, -2056.898, -20754.820, -2531.769, 93803.283, -22082.426, -1038.105, 2056.898, 20754.820, 2531.769, 113744.917, 1513.450]

E67 (Truss 3D)
u_global [mm,rad]: [0.380, 0.000, 0.000, 0.000000, 0.000027, -0.000256, 1.535, -5.726, 1.804, 0.000263, 0.000027, -0.000256]
v_local  [mm,rad]: [0.380, 0.000, 0.000, 0.000000, 0.000027, -0.000256, 1.535, -5.726, 1.804, 0.000263, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-301.442, 0.000, 0.000, 0.000, 0.000, 0.000, 301.442, 0.000, 0.000, 0.000, 0.000, 0.000]

E68 (Truss 3D)
u_global [mm,rad]: [7.751, -1.934, 25.197, -0.000054, 0.000025, -0.000377, 8.717, -4.953, 25.006, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [7.751, -1.934, 25.197, -0.000054, 0.000025, -0.000377, 8.717, -4.953, 25.006, -0.000054, 0.000025, -0.000377]
q_local  [kN,kN·m]: [-9.883, 0.000, 0.000, 0.000, 0.000, 0.000, 9.883, 0.000, 0.000, 0.000, 0.000, 0.000]

E69 (Truss 3D)
u_global [mm,rad]: [1.535, -5.726, 1.804, 0.000263, 0.000027, -0.000256, 2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256]
v_local  [mm,rad]: [1.535, -5.726, 1.804, 0.000263, 0.000027, -0.000256, 2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-301.441, 0.000, 0.000, 0.000, 0.000, 0.000, 301.441, 0.000, 0.000, 0.000, 0.000, 0.000]

E70 (Truss 3D)
u_global [mm,rad]: [8.717, -4.953, 25.006, -0.000054, 0.000025, -0.000377, 9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [8.717, -4.953, 25.006, -0.000054, 0.000025, -0.000377, 9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377]
q_local  [kN,kN·m]: [-9.883, 0.000, 0.000, 0.000, 0.000, 0.000, 9.883, 0.000, 0.000, 0.000, 0.000, 0.000]

E71 (Truss 3D)
u_global [mm,rad]: [2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256, 3.741, -13.525, 1.871, -0.000007, 0.000027, -0.000256]
v_local  [mm,rad]: [2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256, 3.741, -13.525, 1.871, -0.000007, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-140.495, 0.000, 0.000, 0.000, 0.000, 0.000, 140.495, 0.000, 0.000, 0.000, 0.000, 0.000]

E72 (Truss 3D)
u_global [mm,rad]: [9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377, 10.444, -10.988, 24.263, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377, 10.444, -10.988, 24.263, -0.000054, 0.000025, -0.000377]
q_local  [kN,kN·m]: [308.985, 0.000, 0.000, 0.000, 0.000, 0.000, -308.985, 0.000, 0.000, 0.000, 0.000, 0.000]

E73 (Truss 3D)
u_global [mm,rad]: [3.741, -13.525, 1.871, -0.000007, 0.000027, -0.000256, 4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256]
v_local  [mm,rad]: [3.741, -13.525, 1.871, -0.000007, 0.000027, -0.000256, 4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-140.495, 0.000, 0.000, 0.000, 0.000, 0.000, 140.495, 0.000, 0.000, 0.000, 0.000, 0.000]

E74 (Truss 3D)
u_global [mm,rad]: [10.444, -10.988, 24.263, -0.000054, 0.000025, -0.000377, 11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [10.444, -10.988, 24.263, -0.000054, 0.000025, -0.000377, 11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377]
q_local  [kN,kN·m]: [308.984, 0.000, 0.000, 0.000, 0.000, 0.000, -308.984, 0.000, 0.000, 0.000, 0.000, 0.000]

E75 (Truss 3D)
u_global [mm,rad]: [4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256, 5.780, -19.582, 1.645, -0.000012, 0.000027, -0.000256]
v_local  [mm,rad]: [4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256, 5.780, -19.582, 1.645, -0.000012, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-43.500, 0.000, 0.000, 0.000, 0.000, 0.000, 43.500, 0.000, 0.000, 0.000, 0.000, 0.000]

E76 (Truss 3D)
u_global [mm,rad]: [11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377, 12.024, -17.013, 23.264, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377, 12.024, -17.013, 23.264, -0.000054, 0.000025, -0.000376]
