=== GLOBAL RESULTS ===
 DOF     Type   Status    Disp (mm / rad)   Load (kN / kN·m)
q_local  [kN,kN·m]: [216.097, 0.000, 0.000, 0.000, 0.000, 0.000, -216.097, 0.000, 0.000, 0.000, 0.000, 0.000]

E77 (Truss 3D)
u_global [mm,rad]: [5.780, -19.582, 1.645, -0.000012, 0.000027, -0.000256, 6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256]
v_local  [mm,rad]: [5.780, -19.582, 1.645, -0.000012, 0.000027, -0.000256, 6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-43.500, 0.000, 0.000, 0.000, 0.000, 0.000, 43.500, 0.000, 0.000, 0.000, 0.000, 0.000]

E78 (Truss 3D)
u_global [mm,rad]: [12.024, -17.013, 23.264, -0.000054, 0.000025, -0.000376, 12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [12.024, -17.013, 23.264, -0.000054, 0.000025, -0.000376, 12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376]
q_local  [kN,kN·m]: [216.097, 0.000, 0.000, 0.000, 0.000, 0.000, -216.097, 0.000, 0.000, 0.000, 0.000, 0.000]

E79 (Truss 3D)
u_global [mm,rad]: [6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256, 7.743, -25.575, 1.286, -0.000010, 0.000027, -0.000256]
v_local  [mm,rad]: [6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256, 7.743, -25.575, 1.286, -0.000010, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-22.951, 0.000, 0.000, 0.000, 0.000, 0.000, 22.951, 0.000, 0.000, 0.000, 0.000, 0.000]

E80 (Truss 3D)
u_global [mm,rad]: [12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376, 13.680, -23.022, 22.398, -0.000054, 0.000025, -0.000375]
v_local  [mm,rad]: [12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376, 13.680, -23.022, 22.398, -0.000054, 0.000025, -0.000375]
q_local  [kN,kN·m]: [191.889, 0.000, 0.000, 0.000, 0.000, 0.000, -191.889, 0.000, 0.000, 0.000, 0.000, 0.000]

E81 (Truss 3D)
u_global [mm,rad]: [7.743, -25.575, 1.286, -0.000010, 0.000027, -0.000256, 8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256]
v_local  [mm,rad]: [7.743, -25.575, 1.286, -0.000010, 0.000027, -0.000256, 8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-22.951, 0.000, 0.000, 0.000, 0.000, 0.000, 22.951, 0.000, 0.000, 0.000, 0.000, 0.000]

E82 (Truss 3D)
u_global [mm,rad]: [13.680, -23.022, 22.398, -0.000054, 0.000025, -0.000375, 14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374]
v_local  [mm,rad]: [13.680, -23.022, 22.398, -0.000054, 0.000025, -0.000375, 14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374]
q_local  [kN,kN·m]: [191.890, 0.000, 0.000, 0.000, 0.000, 0.000, -191.890, 0.000, 0.000, 0.000, 0.000, 0.000]

E83 (Truss 3D)
u_global [mm,rad]: [8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256, 9.722, -31.570, 0.955, -0.000011, 0.000027, -0.000256]
v_local  [mm,rad]: [8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256, 9.722, -31.570, 0.955, -0.000011, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-67.830, 0.000, 0.000, 0.000, 0.000, 0.000, 67.830, 0.000, 0.000, 0.000, 0.000, 0.000]

E84 (Truss 3D)
u_global [mm,rad]: [14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374, 15.315, -29.011, 21.495, -0.000054, 0.000025, -0.000374]
v_local  [mm,rad]: [14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374, 15.315, -29.011, 21.495, -0.000054, 0.000025, -0.000374]
q_local  [kN,kN·m]: [249.044, 0.000, 0.000, 0.000, 0.000, 0.000, -249.044, 0.000, 0.000, 0.000, 0.000, 0.000]

E85 (Truss 3D)
u_global [mm,rad]: [9.722, -31.570, 0.955, -0.000011, 0.000027, -0.000256, 10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256]
v_local  [mm,rad]: [9.722, -31.570, 0.955, -0.000011, 0.000027, -0.000256, 10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256]
q_local  [kN,kN·m]: [-67.830, 0.000, 0.000, 0.000, 0.000, 0.000, 67.830, 0.000, 0.000, 0.000, 0.000, 0.000]

E86 (Truss 3D)
u_global [mm,rad]: [15.315, -29.011, 21.495, -0.000054, 0.000025, -0.000374, 16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373]
v_local  [mm,rad]: [15.315, -29.011, 21.495, -0.000054, 0.000025, -0.000374, 16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373]
q_local  [kN,kN·m]: [249.044, 0.000, 0.000, 0.000, 0.000, 0.000, -249.044, 0.000, 0.000, 0.000, 0.000, 0.000]

E87 (Truss 3D)
u_global [mm,rad]: [10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256, 11.825, -37.580, 0.842, -0.000017, 0.000027, -0.000255]
v_local  [mm,rad]: [10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256, 11.825, -37.580, 0.842, -0.000017, 0.000027, -0.000255]
q_local  [kN,kN·m]: [-215.228, 0.000, 0.000, 0.000, 0.000, 0.000, 215.228, 0.000, 0.000, 0.000, 0.000, 0.000]

E88 (Truss 3D)
u_global [mm,rad]: [16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373, 16.778, -34.982, 20.291, -0.000053, 0.000025, -0.000373]
v_local  [mm,rad]: [16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373, 16.778, -34.982, 20.291, -0.000053, 0.000025, -0.000373]
q_local  [kN,kN·m]: [456.401, 0.000, 0.000, 0.000, 0.000, 0.000, -456.401, 0.000, 0.000, 0.000, 0.000, 0.000]

E89 (Truss 3D)
u_global [mm,rad]: [11.825, -37.580, 0.842, -0.000017, 0.000027, -0.000255, 12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [11.825, -37.580, 0.842, -0.000017, 0.000027, -0.000255, 12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [-215.225, 0.000, 0.000, 0.000, 0.000, 0.000, 215.225, 0.000, 0.000, 0.000, 0.000, 0.000]

E90 (Truss 3D)
u_global [mm,rad]: [16.778, -34.982, 20.291, -0.000053, 0.000025, -0.000373, 17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [16.778, -34.982, 20.291, -0.000053, 0.000025, -0.000373, 17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [456.401, 0.000, 0.000, 0.000, 0.000, 0.000, -456.401, 0.000, 0.000, 0.000, 0.000, 0.000]

E91 (Truss 3D)
u_global [mm,rad]: [12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255, 12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255, 12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.970, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.970, 0.000, 0.000, 0.000, 0.000, 0.000]

E92 (Truss 3D)
u_global [mm,rad]: [17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372, 18.174, -40.937, 18.970, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372, 18.174, -40.937, 18.970, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [353.232, 0.000, 0.000, 0.000, 0.000, 0.000, -353.232, 0.000, 0.000, 0.000, 0.000, 0.000]

E93 (Truss 3D)
u_global [mm,rad]: [12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255, 12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255, 12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.982, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.982, 0.000, 0.000, 0.000, 0.000, 0.000]

E94 (Truss 3D)
u_global [mm,rad]: [18.174, -40.937, 18.970, -0.000053, 0.000025, -0.000372, 18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [18.174, -40.937, 18.970, -0.000053, 0.000025, -0.000372, 18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372]
q_local  [kN,kN·m]: [353.232, 0.000, 0.000, 0.000, 0.000, 0.000, -353.232, 0.000, 0.000, 0.000, 0.000, 0.000]

E95 (Truss 3D)
u_global [mm,rad]: [12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255, 12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255, 12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1482.989, 0.000, 0.000, 0.000, 0.000, 0.000, -1482.989, 0.000, 0.000, 0.000, 0.000, 0.000]

E96 (Truss 3D)
u_global [mm,rad]: [18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372, 19.898, -46.882, 18.222, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372, 19.898, -46.882, 18.222, -0.000053, 0.000025, -0.000371]
q_local  [kN,kN·m]: [-49.885, 0.000, 0.000, 0.000, 0.000, 0.000, 49.885, 0.000, 0.000, 0.000, 0.000, 0.000]

E97 (Truss 3D)
u_global [mm,rad]: [12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255, 12.925, -49.748, 0.000, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255, 12.925, -49.748, 0.000, 0.000000, 0.000027, -0.000255]
q_local  [kN,kN·m]: [1483.014, 0.000, 0.000, 0.000, 0.000, 0.000, -1483.014, 0.000, 0.000, 0.000, 0.000, 0.000]

E98 (Truss 3D)
u_global [mm,rad]: [19.898, -46.882, 18.222, -0.000053, 0.000025, -0.000371, 20.890, -49.854, 18.077, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [19.898, -46.882, 18.222, -0.000053, 0.000025, -0.000371, 20.890, -49.854, 18.077, -0.000053, 0.000025, -0.000371]
q_local  [kN,kN·m]: [-49.885, 0.000, 0.000, 0.000, 0.000, 0.000, 49.885, 0.000, 0.000, 0.000, 0.000, 0.000]

E99 (Truss 3D)
u_global [mm,rad]: [0.380, 0.000, 0.000, 0.000000, 0.000027, -0.000256, 7.751, -1.934, 25.197, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [0.000, 0.000, 0.380, 0.000027, -0.000256, 0.000000, -1.934, 25.197, 7.751, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [1488.727, 0.000, 0.000, 0.000, 0.000, 0.000, -1488.727, 0.000, 0.000, 0.000, 0.000, 0.000]

E100 (Truss 3D)
u_global [mm,rad]: [1.535, -5.726, 1.804, 0.000263, 0.000027, -0.000256, 8.717, -4.953, 25.006, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [-5.726, 1.804, 1.535, 0.000027, -0.000256, 0.000263, -4.953, 25.006, 8.717, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [443.039, 0.000, 0.000, 0.000, 0.000, 0.000, -443.039, 0.000, 0.000, 0.000, 0.000, 0.000]

E101 (Truss 3D)
u_global [mm,rad]: [3.741, -13.525, 1.871, -0.000007, 0.000027, -0.000256, 10.444, -10.988, 24.263, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [-13.525, 1.871, 3.741, 0.000027, -0.000256, -0.000007, -10.988, 24.263, 10.444, 0.000025, -0.000377, -0.000054]
q_local  [kN,kN·m]: [-238.316, 0.000, 0.000, 0.000, 0.000, 0.000, 238.316, 0.000, 0.000, 0.000, 0.000, 0.000]

E102 (Truss 3D)
u_global [mm,rad]: [5.780, -19.582, 1.645, -0.000012, 0.000027, -0.000256, 12.024, -17.013, 23.264, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [-19.582, 1.645, 5.780, 0.000027, -0.000256, -0.000012, -17.013, 23.264, 12.024, 0.000025, -0.000376, -0.000054]
q_local  [kN,kN·m]: [-250.701, 0.000, 0.000, 0.000, 0.000, 0.000, 250.701, 0.000, 0.000, 0.000, 0.000, 0.000]

E103 (Truss 3D)
u_global [mm,rad]: [7.743, -25.575, 1.286, -0.000010, 0.000027, -0.000256, 13.680, -23.022, 22.398, -0.000054, 0.000025, -0.000375]
v_local  [mm,rad]: [-25.575, 1.286, 7.743, 0.000027, -0.000256, -0.000010, -23.022, 22.398, 13.680, 0.000025, -0.000375, -0.000054]
q_local  [kN,kN·m]: [-244.507, 0.000, 0.000, 0.000, 0.000, 0.000, 244.507, 0.000, 0.000, 0.000, 0.000, 0.000]

E104 (Truss 3D)
u_global [mm,rad]: [9.722, -31.570, 0.955, -0.000011, 0.000027, -0.000256, 15.315, -29.011, 21.495, -0.000054, 0.000025, -0.000374]
v_local  [mm,rad]: [-31.570, 0.955, 9.722, 0.000027, -0.000256, -0.000011, -29.011, 21.495, 15.315, 0.000025, -0.000374, -0.000054]
q_local  [kN,kN·m]: [-246.717, 0.000, 0.000, 0.000, 0.000, 0.000, 246.717, 0.000, 0.000, 0.000, 0.000, 0.000]

E105 (Truss 3D)
u_global [mm,rad]: [11.825, -37.580, 0.842, -0.000017, 0.000027, -0.000255, 16.778, -34.982, 20.291, -0.000053, 0.000025, -0.000373]
v_local  [mm,rad]: [-37.580, 0.842, 11.825, 0.000027, -0.000255, -0.000017, -34.982, 20.291, 16.778, 0.000025, -0.000373, -0.000053]
q_local  [kN,kN·m]: [-261.735, 0.000, 0.000, 0.000, 0.000, 0.000, 261.735, 0.000, 0.000, 0.000, 0.000, 0.000]

E106 (Truss 3D)
u_global [mm,rad]: [12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255, 18.174, -40.937, 18.970, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-43.868, 0.651, 12.925, 0.000027, -0.000255, -0.000000, -40.937, 18.970, 18.174, 0.000025, -0.000372, -0.000053]
q_local  [kN,kN·m]: [-390.712, 0.000, 0.000, 0.000, 0.000, 0.000, 390.712, 0.000, 0.000, 0.000, 0.000, 0.000]

E107 (Truss 3D)
u_global [mm,rad]: [12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255, 19.898, -46.882, 18.222, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-47.547, 0.217, 12.925, 0.000027, -0.000255, 0.000000, -46.882, 18.222, 19.898, 0.000025, -0.000371, -0.000053]
q_local  [kN,kN·m]: [484.750, 0.000, 0.000, 0.000, 0.000, 0.000, -484.750, 0.000, 0.000, 0.000, 0.000, 0.000]

E108 (Truss 3D)
u_global [mm,rad]: [12.925, -49.748, 0.000, 0.000000, 0.000027, -0.000255, 20.890, -49.854, 18.077, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-49.748, 0.000, 12.925, 0.000027, -0.000255, 0.000000, -49.854, 18.077, 20.890, 0.000025, -0.000371, -0.000053]
q_local  [kN,kN·m]: [782.453, 0.000, 0.000, 0.000, 0.000, 0.000, -782.453, 0.000, 0.000, 0.000, 0.000, 0.000]

E109 (Truss 3D)
u_global [mm,rad]: [0.380, 0.000, 0.000, 0.000000, 0.000027, -0.000256, 9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [0.269, -0.269, 0.000, 0.000019, 0.000019, -0.000256, 1.211, -12.484, 24.815, -0.000021, 0.000056, -0.000377]
q_local  [kN,kN·m]: [484.212, 0.000, 0.000, 0.000, 0.000, 0.000, -484.212, 0.000, 0.000, 0.000, 0.000, 0.000]

E110 (Truss 3D)
u_global [mm,rad]: [7.751, -1.934, 25.197, -0.000054, 0.000025, -0.000377, 2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256]
v_local  [mm,rad]: [6.849, 4.113, 25.197, -0.000056, -0.000021, -0.000377, 9.461, -5.657, 1.929, -0.000004, 0.000034, -0.000256]
q_local  [kN,kN·m]: [28.123, 0.000, 0.000, 0.000, 0.000, 0.000, -28.123, 0.000, 0.000, 0.000, 0.000, 0.000]

E111 (Truss 3D)
u_global [mm,rad]: [2.690, -10.690, 1.929, 0.000021, 0.000027, -0.000256, 11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377]
v_local  [mm,rad]: [-5.657, -9.461, 1.929, 0.000034, 0.000004, -0.000256, -1.979, -17.823, 23.711, -0.000020, 0.000056, -0.000377]
q_local  [kN,kN·m]: [-262.944, 0.000, 0.000, 0.000, 0.000, 0.000, 262.944, 0.000, 0.000, 0.000, 0.000, 0.000]

E112 (Truss 3D)
u_global [mm,rad]: [9.684, -7.971, 24.815, -0.000054, 0.000025, -0.000377, 4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256]
v_local  [mm,rad]: [12.484, 1.211, 24.815, -0.000056, -0.000021, -0.000377, 15.282, -8.505, 1.813, -0.000001, 0.000038, -0.000256]
q_local  [kN,kN·m]: [-22.474, 0.000, 0.000, 0.000, 0.000, 0.000, 22.474, 0.000, 0.000, 0.000, 0.000, 0.000]

E113 (Truss 3D)
u_global [mm,rad]: [4.792, -16.819, 1.813, 0.000026, 0.000027, -0.000256, 12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376]
v_local  [mm,rad]: [-8.505, -15.282, 1.813, 0.000038, 0.000001, -0.000256, -5.074, -23.238, 22.818, -0.000020, 0.000056, -0.000376]
q_local  [kN,kN·m]: [-195.499, 0.000, 0.000, 0.000, 0.000, 0.000, 195.499, 0.000, 0.000, 0.000, 0.000, 0.000]

E114 (Truss 3D)
u_global [mm,rad]: [11.204, -14.002, 23.711, -0.000054, 0.000025, -0.000377, 6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256]
v_local  [mm,rad]: [17.823, -1.979, 23.711, -0.000056, -0.000020, -0.000377, 20.897, -11.325, 1.477, -0.000003, 0.000036, -0.000256]
q_local  [kN,kN·m]: [-97.879, 0.000, 0.000, 0.000, 0.000, 0.000, 97.879, 0.000, 0.000, 0.000, 0.000, 0.000]

E115 (Truss 3D)
u_global [mm,rad]: [6.768, -22.784, 1.477, 0.000023, 0.000027, -0.000256, 14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374]
v_local  [mm,rad]: [-11.325, -20.897, 1.477, 0.000036, 0.000003, -0.000256, -8.134, -28.662, 21.979, -0.000020, 0.000056, -0.000374]
q_local  [kN,kN·m]: [-129.940, 0.000, 0.000, 0.000, 0.000, 0.000, 129.940, 0.000, 0.000, 0.000, 0.000, 0.000]

E116 (Truss 3D)
u_global [mm,rad]: [12.844, -20.019, 22.818, -0.000054, 0.000025, -0.000376, 8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256]
v_local  [mm,rad]: [23.238, -5.074, 22.818, -0.000056, -0.000020, -0.000376, 26.529, -14.200, 1.095, -0.000002, 0.000036, -0.000256]
q_local  [kN,kN·m]: [-157.232, 0.000, 0.000, 0.000, 0.000, 0.000, 157.232, 0.000, 0.000, 0.000, 0.000, 0.000]

E117 (Truss 3D)
u_global [mm,rad]: [8.718, -28.800, 1.095, 0.000024, 0.000027, -0.000256, 16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373]
v_local  [mm,rad]: [-14.200, -26.529, 1.095, 0.000036, 0.000002, -0.000256, -11.233, -34.021, 21.010, -0.000020, 0.000056, -0.000373]
q_local  [kN,kN·m]: [-68.738, 0.000, 0.000, 0.000, 0.000, 0.000, 68.738, 0.000, 0.000, 0.000, 0.000, 0.000]

E118 (Truss 3D)
u_global [mm,rad]: [14.516, -26.019, 21.979, -0.000054, 0.000025, -0.000374, 10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256]
v_local  [mm,rad]: [28.662, -8.134, 21.979, -0.000056, -0.000020, -0.000374, 32.262, -17.094, 0.815, 0.000002, 0.000040, -0.000256]
q_local  [kN,kN·m]: [-241.616, 0.000, 0.000, 0.000, 0.000, 0.000, 241.616, 0.000, 0.000, 0.000, 0.000, 0.000]

E119 (Truss 3D)
u_global [mm,rad]: [10.726, -34.900, 0.815, 0.000029, 0.000027, -0.000256, 17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-17.094, -32.262, 0.815, 0.000040, -0.000002, -0.000256, -14.509, -39.176, 19.572, -0.000020, 0.000055, -0.000372]
q_local  [kN,kN·m]: [35.623, 0.000, 0.000, 0.000, 0.000, 0.000, -35.623, 0.000, 0.000, 0.000, 0.000, 0.000]

E120 (Truss 3D)
u_global [mm,rad]: [16.113, -31.999, 21.010, -0.000053, 0.000025, -0.000373, 12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [34.021, -11.233, 21.010, -0.000056, -0.000020, -0.000373, 38.713, -20.436, 0.868, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [-540.118, 0.000, 0.000, 0.000, 0.000, 0.000, 540.118, 0.000, 0.000, 0.000, 0.000, 0.000]

E121 (Truss 3D)
u_global [mm,rad]: [12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255, 18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372]
v_local  [mm,rad]: [-20.436, -38.713, 0.868, 0.000019, 0.000019, -0.000255, -17.681, -44.417, 18.368, -0.000020, 0.000055, -0.000372]
q_local  [kN,kN·m]: [-10.683, 0.000, 0.000, 0.000, 0.000, 0.000, 10.683, 0.000, 0.000, 0.000, 0.000, 0.000]

E122 (Truss 3D)
u_global [mm,rad]: [17.443, -37.961, 19.572, -0.000053, 0.000025, -0.000372, 12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [39.176, -14.509, 19.572, -0.000055, -0.000020, -0.000372, 41.466, -23.188, 0.434, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [116.159, 0.000, 0.000, 0.000, 0.000, 0.000, -116.159, 0.000, 0.000, 0.000, 0.000, 0.000]

E123 (Truss 3D)
u_global [mm,rad]: [12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255, 20.890, -49.854, 18.077, -0.000053, 0.000025, -0.000371]
v_local  [mm,rad]: [-23.188, -41.466, 0.434, 0.000019, 0.000019, -0.000255, -20.480, -50.023, 18.077, -0.000020, 0.000055, -0.000371]
q_local  [kN,kN·m]: [2.107, 0.000, 0.000, 0.000, 0.000, 0.000, -2.107, 0.000, 0.000, 0.000, 0.000, 0.000]

E124 (Truss 3D)
u_global [mm,rad]: [18.905, -43.910, 18.368, -0.000053, 0.000025, -0.000372, 12.925, -49.748, 0.000, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [44.417, -17.681, 18.368, -0.000055, -0.000020, -0.000372, 44.316, -26.038, 0.000, -0.000019, 0.000019, -0.000255]
q_local  [kN,kN·m]: [769.175, 0.000, 0.000, 0.000, 0.000, 0.000, -769.175, 0.000, 0.000, 0.000, 0.000, 0.000]

E125 (Frame 3D)
u_global [mm,rad]: [12.925, -43.868, 0.651, -0.000000, 0.000027, -0.000255, 12.414, -43.869, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [43.868, 0.651, -12.925, -0.000027, -0.000255, 0.000000, 43.869, 0.651, -12.414, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [1037.995, 5646.170, 1225.932, -18840.331, 10626.209, 18961.576, -1037.995, -5646.170, -1225.932, 18840.331, -13078.071, -7669.236]

E126 (Frame 3D)
u_global [mm,rad]: [12.925, -45.718, 0.434, -0.000000, 0.000027, -0.000255, 11.903, -45.912, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [45.718, 0.434, -12.925, -0.000027, -0.000255, 0.000000, 45.912, 0.434, -11.903, -0.000027, -0.000255, 0.000000]
q_local  [kN,kN·m]: [616.870, 5462.740, -71.972, -10088.238, 5398.832, 9179.007, -616.870, -5462.740, 71.972, 10088.238, -5110.943, 12671.953]

E127 (Frame 3D)
u_global [mm,rad]: [12.925, -47.547, 0.217, 0.000000, 0.000027, -0.000255, 10.881, -47.956, 0.217, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [47.547, 0.217, -12.925, -0.000027, -0.000255, -0.000000, 47.956, 0.217, -10.881, -0.000027, -0.000255, -0.000000]
q_local  [kN,kN·m]: [595.976, 5130.930, -186.856, -5613.000, 6654.799, 11772.558, -595.976, -5130.930, 186.856, 5613.000, -5159.951, 29274.885]

E128 (Frame 3D)
u_global [mm,rad]: [12.925, -49.748, 0.000, 0.000000, 0.000027, -0.000255, 9.348, -50.000, 0.000, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [49.748, 0.000, -12.925, -0.000027, -0.000255, -0.000000, 50.000, 0.000, -9.348, -0.000027, -0.000255, -0.000000]
q_local  [kN,kN·m]: [882.382, 4219.822, 438.850, -5460.514, 6893.813, 12783.256, -882.382, -4219.822, -438.850, 5460.514, -13037.709, 46294.257]

E129 (Frame 3D)
u_global [mm,rad]: [12.924, -41.825, 0.868, 0.000000, 0.000027, -0.000255, 12.414, -43.869, 0.651, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [22.682, -37.441, 0.868, -0.000007, 0.000026, -0.000255, 22.683, -39.548, 0.651, -0.000007, 0.000026, -0.000255]
q_local  [kN,kN·m]: [1038.079, 1056.625, 444.930, 12799.733, -16343.512, -11117.148, -1038.079, -1056.625, -444.930, -12799.733, 12674.525, 19830.304]

E130 (Frame 3D)
u_global [mm,rad]: [12.414, -43.869, 0.651, -0.000000, 0.000027, -0.000255, 11.903, -45.912, 0.434, -0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [22.683, -39.548, 0.651, -0.000007, 0.000026, -0.000255, 22.683, -41.655, 0.434, -0.000007, 0.000026, -0.000255]
q_local  [kN,kN·m]: [1038.087, 1111.701, 3525.464, -3274.092, -43990.542, -5206.513, -1038.087, -1111.701, -3525.464, 3274.092, 14918.824, 14373.835]

E131 (Frame 3D)
u_global [mm,rad]: [11.903, -45.912, 0.434, -0.000000, 0.000027, -0.000255, 10.881, -47.956, 0.217, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [31.179, -35.742, 0.434, -0.000012, 0.000024, -0.000255, 31.179, -38.027, 0.217, -0.000012, 0.000024, -0.000255]
q_local  [kN,kN·m]: [1038.090, 1189.875, 10693.581, -3896.215, -80931.839, -7250.913, -1038.090, -1189.875, -10693.581, 3896.215, -14714.460, 17893.482]

E132 (Frame 3D)
u_global [mm,rad]: [10.881, -47.956, 0.217, 0.000000, 0.000027, -0.000255, 9.348, -50.000, 0.000, 0.000000, 0.000027, -0.000255]
v_local  [mm,rad]: [37.479, -31.836, 0.217, -0.000016, 0.000022, -0.000255, 37.479, -34.391, 0.000, -0.000016, 0.000022, -0.000255]
q_local  [kN,kN·m]: [1038.104, 558.199, 17464.969, -3240.690, -87413.046, -10065.544, -1038.104, -558.199, -17464.969, 3240.690, -87236.646, 15647.532]

E133 (Frame 3D)
